84;Auvergne-Rhône-Alpes;01;2;07;072;Ceyzériat;3 138;65;3 203;
84;Auvergne-Rhône-Alpes;01;1;04;073;Ceyzérieu;1 012;26;1 038;
84;Auvergne-Rhône-Alpes;01;2;07;074;Chalamont;2 406;32;2 438;
84;Auvergne-Rhône-Alpes;01;2;22;075;Chaleins;1 296;33;1 329;
84;Auvergne-Rhône-Alpes;01;1;10;076;Chaley;137;1;138;
84;Auvergne-Rhône-Alpes;01;4;16;077;Challes-la-Montagne;193;2;195;
84;Auvergne-Rhône-Alpes;01;3;20;078;Challex;1 450;17;1 467;
84;Auvergne-Rhône-Alpes;01;1;10;079;Champagne-en-Valromey;825;25;850;
84;Auvergne-Rhône-Alpes;01;1;10;080;Champdor-Corcelles;657;15;672;
84;Auvergne-Rhône-Alpes;01;4;03;081;Champfromier;729;15;744;
84;Auvergne-Rhône-Alpes;01;4;03;082;Chanay;633;14;647;
84;Auvergne-Rhône-Alpes;01;2;22;083;Chaneins;898;15;913;
84;Auvergne-Rhône-Alpes;01;2;23;084;Chanoz-Châtenay;833;18;851;
84;Auvergne-Rhône-Alpes;01;2;08;085;La Chapelle-du-Châtelard;387;5;392;
84;Auvergne-Rhône-Alpes;01;4;14;087;Charix;285;10;295;
84;Auvergne-Rhône-Alpes;01;1;11;088;Charnoz-sur-Ain;923;28;951;
84;Auvergne-Rhône-Alpes;01;1;01;089;Château-Gaillard;2 080;58;2 138;
84;Auvergne-Rhône-Alpes;01;2;07;090;Châtenay;333;9;342;
84;Auvergne-Rhône-Alpes;01;4;03;091;Châtillon-en-Michaille;3 586;70;3 656;
84;Auvergne-Rhône-Alpes;01;2;07;092;Châtillon-la-Palud;1 574;75;1 649;
84;Auvergne-Rhône-Alpes;01;2;08;093;Châtillon-sur-Chalaronne;4 886;209;5 095;
84;Auvergne-Rhône-Alpes;01;2;17;094;Chavannes-sur-Reyssouze;750;14;764;
84;Auvergne-Rhône-Alpes;01;2;23;096;Chaveyriat;1 006;30;1 036;
84;Auvergne-Rhône-Alpes;01;1;10;097;Chavornay;222;8;230;
84;Auvergne-Rhône-Alpes;01;1;04;098;Chazey-Bons;1 079;34;1 113;
84;Auvergne-Rhône-Alpes;01;1;11;099;Chazey-sur-Ain;1 513;36;1 549;
84;Auvergne-Rhône-Alpes;01;1;04;100;Cheignieu-la-Balme;136;6;142;
84;Auvergne-Rhône-Alpes;01;4;10;101;Chevillard;153;9;162;
84;Auvergne-Rhône-Alpes;01;2;17;102;Chevroux;957;17;974;
84;Auvergne-Rhône-Alpes;01;3;20;103;Chevry;1 643;57;1 700;
84;Auvergne-Rhône-Alpes;01;3;20;104;Chézery-Forens;460;11;471;
84;Auvergne-Rhône-Alpes;01;2;22;105;Civrieux;1 606;78;1 684;
84;Auvergne-Rhône-Alpes;01;2;18;106;Cize;170;4;174;
